battery_power,clock_speed,Front_Camera_mx,int_memory,mobile_dep,mobile_wt,Pimary_camera_mx,ram,screen_height,screen_width,talk_time,wifi,price_$
1872,0.9,0,16,0.5,80,2,2295,15,11,16,Yes,113.8912556
1853,0.5,1,27,0.3,197,13,1973,10,2,8,Yes,423.4032598
1149,2.2,4,30,0.2,106,5,3755,17,14,8,No,848.9695891
891,0.5,9,25,0.3,196,19,2073,7,1,10,Yes,165.9147064
1911,2,7,64,0.6,163,8,3872,9,8,11,No,365.8298057
550,0.5,16,23,0.1,145,17,302,18,5,8,No,88.47971216
576,0.8,0,27,0.1,121,4,1519,18,6,8,Yes,235.2338221
1760,1.9,1,50,0.8,198,2,2549,10,8,4,No,408.2755058
969,2.4,0,45,0.3,124,0,404,18,5,19,Yes,175.5186685
1160,1.1,1,63,0.7,166,2,595,18,4,15,Yes,42.66602759
827,1.1,2,18,0.9,160,16,1663,14,0,17,Yes,74.39008255
1786,0.5,9,58,0.7,161,10,2764,9,3,7,Yes,454.3126408
774,0.6,2,8,0.4,136,4,2614,7,0,14,Yes,651.2678311
819,2.5,0,11,0.2,83,1,1094,10,5,15,No,116.0003807
1042,2.2,15,11,0.6,139,16,2826,18,0,2,No,600.3236585
1368,3,10,50,0.2,97,18,2496,13,6,5,Yes,250.7613181
1592,2.1,6,50,0.1,181,17,2103,19,8,7,No,122.186238
1067,1.8,11,14,0.2,146,15,966,5,0,13,Yes,50.6593177
1892,0.7,5,47,0.4,110,10,2172,17,14,3,Yes,429.0205403
915,1.1,6,56,0.6,187,17,905,19,10,12,No,115.2360527
774,2.8,7,55,0.9,124,18,3916,8,1,12,No,548.2429387
1848,1.4,2,42,0.7,179,10,3902,11,9,3,Yes,594.2431692
1501,1.1,12,2,0.2,187,15,2487,13,12,16,Yes,429.7108399
1614,1.9,8,55,0.3,188,17,3914,17,13,13,No,792.8495883
911,2.9,0,46,0.1,181,1,363,9,5,17,No,140.5280491
1520,0.5,1,24,0.7,199,8,3233,13,3,4,Yes,634.9400145
1647,1.4,3,38,0.3,102,15,2532,16,14,15,Yes,244.4616652
1347,0.9,8,53,0.8,108,15,3836,15,3,14,Yes,740.0508741
967,1.6,4,25,0.6,92,9,3076,7,4,18,Yes,562.5471718
1442,2.2,0,56,0.7,145,3,1513,11,8,7,No,372.998002
1204,2.6,0,10,0.3,199,3,1724,11,2,19,No,149.8523793
1320,2.1,0,41,0.6,144,2,542,11,1,14,No,49.73812676
1800,0.7,2,8,0.4,100,6,3481,10,8,8,Yes,428.3776404
1567,2.1,3,22,0.8,153,19,3991,15,2,10,No,854.6651502
1439,0.9,12,20,0.8,147,17,1790,19,12,15,Yes,106.2286821
1422,1,15,3,0.1,112,17,509,19,1,3,Yes,22.25979986
1591,2.2,4,52,1,161,16,282,10,9,14,Yes,51.74735482
880,1.7,2,6,0.6,198,19,3006,6,4,3,No,474.2836594
1929,0.5,0,19,1,163,2,1913,12,7,6,No,288.5397942
1642,1.6,0,5,0.4,102,2,1333,18,0,2,Yes,427.5487933
1511,2.5,3,21,0.2,114,18,3746,10,0,5,No,306.7262484
1312,1.3,5,10,0.6,163,9,3941,6,2,13,Yes,968.5468083
1852,1.4,4,10,0.7,196,18,3970,13,1,11,Yes,609.1298391
972,1.3,8,44,0.7,82,10,3925,7,6,7,No,546.4903068
691,2.7,4,33,0.9,108,8,424,5,3,15,Yes,108.1943454
807,0.5,9,8,0.3,158,20,1284,17,13,2,Yes,75.72570411
1113,0.6,0,25,0.3,145,10,277,11,2,12,Yes,35.58412751
721,1.3,10,16,0.9,125,18,1713,10,3,4,Yes,187.4269122
1188,1.5,0,54,0.3,198,2,485,12,7,7,No,153.333748
1512,0.5,1,52,0.1,131,14,3002,6,5,7,Yes,658.0120083
805,0.7,0,64,0.1,97,14,418,11,6,17,Yes,93.72474893
918,0.9,1,8,0.1,123,5,1652,17,4,14,No,160.2166919
1320,0.5,7,48,0.2,168,16,2893,8,5,9,Yes,537.5397059
1236,0.9,2,57,0.1,188,14,1406,14,12,20,Yes,130.7482512
1387,0.5,0,61,0.5,98,0,629,5,3,11,No,115.7725639
1883,2.7,6,30,0.5,95,10,3724,16,15,20,Yes,494.0502975
839,2,0,14,0.4,175,3,3835,15,8,11,No,624.174659
1593,1,0,52,0.7,130,0,1354,15,13,13,Yes,158.9962204
1722,1,7,25,0.8,88,19,2376,5,1,19,Yes,1021.726642
1954,0.6,8,7,0.9,126,9,3438,17,12,13,No,783.8465199
1788,0.5,15,2,0.3,150,20,2655,12,2,4,Yes,283.3669175
1628,0.5,5,33,0.9,101,8,3361,16,10,13,No,734.3015658
1965,0.5,6,4,1,84,9,3535,17,0,16,Yes,237.1564354
833,2.2,4,27,0.9,124,6,2150,9,5,7,Yes,180.5763339
571,0.6,1,43,0.5,141,8,2587,7,5,18,No,246.8715803
1808,0.5,1,31,0.5,92,16,2736,9,1,8,Yes,593.605584
1860,0.5,2,55,0.7,83,3,676,15,0,4,Yes,97.86279296
1368,1.6,4,9,0.1,115,7,2941,13,12,17,No,869.2284781
1161,1.3,0,21,0.6,126,12,3336,6,4,14,Yes,696.5669039
1224,1.6,9,33,1,157,18,3796,10,5,13,No,501.1438011
902,0.6,0,63,0.7,122,14,3654,18,8,15,Yes,680.6861528
787,0.5,15,11,0.6,93,16,2934,8,6,14,Yes,456.3749149
854,0.5,2,30,0.5,125,5,2889,5,2,11,Yes,392.020096
1184,1.5,1,48,0.6,191,6,3315,17,7,14,Yes,925.1067227
1973,1.6,5,39,0.8,152,6,1993,9,0,5,No,172.5318622
510,1.7,3,35,0.8,120,6,2509,17,2,11,Yes,48.00262069
966,2,8,34,0.5,118,10,3534,18,17,11,Yes,530.8155697
1438,1.8,3,16,0.6,169,7,2246,14,11,15,No,512.2629005
1986,0.5,7,51,0.4,95,9,3165,5,0,13,No,1010.391544
1907,2,13,55,0.9,105,15,286,14,4,17,Yes,129.9599327
1489,2.4,8,32,0.6,200,16,776,7,6,8,No,122.2533995
1843,1.8,13,16,0.7,134,18,3213,15,14,15,No,524.3169337
825,1.5,11,38,0.4,94,18,716,11,4,14,No,39.77252153
1286,2.3,10,16,0.1,98,18,424,10,5,4,No,77.40371266
840,0.6,0,63,0.8,137,19,3486,12,8,18,No,509.3397732
757,2.3,5,58,0.2,163,7,3237,19,12,9,Yes,473.6441197
814,1.1,2,41,0.8,177,10,1944,16,6,12,No,87.35657232
1195,1.1,2,8,0.9,80,6,643,14,2,19,No,87.60787887
767,0.8,7,10,0.5,107,12,2317,6,0,12,Yes,444.8752147
1068,1.3,6,52,0.1,97,7,1436,16,1,15,No,202.3029512
994,2.8,0,56,0.5,173,3,3190,5,2,20,Yes,292.3977289
1550,2.5,6,21,0.8,133,11,2338,16,1,15,No,297.6762883
1878,0.5,9,29,0.6,85,19,1334,18,7,2,No,189.6735953
623,2,2,6,0.1,127,4,3657,17,3,19,No,323.2441785
1829,0.5,0,15,0.4,160,7,2080,16,11,12,Yes,426.8845035
525,2.4,11,35,0.8,190,20,1609,16,11,3,No,81.54712664
1065,0.5,0,14,0.7,89,2,3078,10,1,18,Yes,265.4138016
1425,1.2,9,35,0.7,127,14,590,13,2,6,Yes,121.7397468
1296,1.4,3,11,0.2,129,4,2552,19,8,10,Yes,345.6807705
642,2.8,3,34,0.8,197,15,3355,12,5,13,No,160.5812655
1664,2.9,9,15,0.5,177,19,1968,12,7,9,No,301.3054579
1498,0.7,3,8,0.1,170,4,3358,7,3,19,No,749.101249
981,1.9,0,2,0.1,136,7,1539,19,12,19,No,95.13423997
1236,2.8,6,32,0.3,143,18,942,16,12,14,Yes,96.60730897
1673,2.8,7,9,0.1,187,10,3669,9,1,10,Yes,235.4376243
712,1.6,6,9,0.8,172,14,3612,13,5,4,No,294.9218099
569,0.5,10,4,0.8,170,19,2351,8,7,10,No,282.5136996
603,0.7,0,64,0.2,156,0,604,10,4,8,Yes,121.930158
1332,0.8,2,11,0.5,187,4,1285,5,0,9,No,133.7175882
1413,0.6,0,13,0.1,128,0,515,5,0,18,No,37.66043312
1064,2.9,1,34,0.2,184,13,654,16,13,6,No,114.693603
1444,0.6,2,48,0.5,82,17,2540,17,2,15,Yes,847.6468959
1366,1.7,5,53,0.2,161,9,3869,17,5,14,Yes,454.7785057
906,2.1,7,18,0.1,136,11,3412,13,8,16,No,1110.817642
1554,2.7,3,47,0.7,185,12,509,12,3,19,No,113.3491747
1187,2.3,0,21,0.2,122,6,2547,10,3,5,No,564.8284991
1156,2.7,1,30,0.9,173,16,2735,16,15,13,Yes,209.7328752
1918,2.8,1,22,0.3,139,5,1369,9,6,6,Yes,214.0176113
841,0.5,8,39,0.1,199,13,2942,11,5,16,Yes,344.203293
730,1.3,6,6,0.9,167,10,2812,10,1,17,No,371.6963824
878,1.3,13,31,0.5,153,18,3497,9,7,11,No,417.8849684
1059,0.5,0,50,0.7,182,1,619,5,3,18,Yes,94.6596854
1578,2.9,8,3,0.9,200,20,3483,17,4,16,No,1040.847076
1829,1.7,0,36,0.8,112,1,1475,11,4,7,No,219.3380368
1132,1,0,8,0.1,157,4,1950,11,2,6,Yes,259.4688589
1652,0.6,4,40,1,198,6,3592,7,6,6,No,811.3038483
912,0.5,0,58,0.3,107,1,3573,17,3,20,No,899.5442428
1181,2.3,12,61,0.6,116,16,2020,6,0,18,No,243.7780795
1497,0.7,5,32,0.7,92,9,1329,6,1,7,No,284.990231
1790,2.3,3,49,0.5,100,11,3568,6,2,18,Yes,575.2396059
1742,1.6,3,49,0.8,100,9,1947,5,4,6,Yes,341.1637597
1549,0.5,4,8,0.4,158,7,1998,12,7,15,No,369.515489
1372,2.7,7,34,0.4,193,17,725,11,3,20,No,104.2247528
1112,0.5,0,12,0.9,190,6,3302,11,0,20,Yes,710.4613063
1005,0.5,0,46,0.4,133,17,3884,17,0,20,Yes,503.5027971
783,1.7,9,27,0.3,150,11,1185,15,4,6,Yes,112.9195846
1698,2.5,10,26,0.4,105,18,1656,5,3,17,Yes,510.3434655
899,2.7,3,53,0.3,192,11,2870,19,16,10,Yes,211.087925
1062,1.5,3,45,0.2,151,4,911,14,2,9,No,107.9795891
989,2,4,17,0.2,166,19,3892,18,7,19,No,921.6627383
1983,1.2,6,27,0.6,125,11,3897,12,10,10,Yes,884.9130179
1800,3,5,53,0.3,87,12,656,14,10,18,Yes,48.56450859
1254,1.7,0,45,0.4,146,3,606,7,2,2,Yes,266.0908371
868,1.7,0,30,0.8,83,0,1653,11,7,17,No,202.5609166
1205,0.5,3,12,0.6,175,6,860,14,1,14,Yes,106.1961286
1284,2.8,0,10,0.9,155,14,2197,16,2,9,Yes,174.7972549
626,0.7,2,23,0.5,187,9,3458,7,5,11,Yes,553.6923149
1763,2.9,1,53,0.2,101,20,2066,12,9,17,Yes,231.1525187
694,1.8,15,36,0.4,193,20,3676,12,8,5,Yes,1066.909831
1265,0.6,4,49,0.5,90,5,1518,16,11,8,Yes,302.9030621
816,0.5,4,14,0.9,198,13,1018,17,10,15,No,118.580608
904,1.8,3,35,0.4,168,4,1360,15,12,11,No,136.9228611
979,0.5,0,5,0.5,164,2,3449,5,2,14,No,937.5201244
1531,2,0,60,0.4,162,1,2524,13,11,7,No,600.9570108
934,2,2,30,0.7,182,15,703,10,8,7,Yes,100.7426981
1624,2.6,0,58,1,200,11,1251,13,4,18,Yes,268.4162248
874,1.3,5,8,0.5,185,20,582,6,4,15,No,98.32659897
1027,2.2,0,63,0.8,102,4,1732,8,5,13,Yes,274.8386226
1966,0.8,15,48,0.2,144,16,1252,6,4,19,Yes,318.1374851
1048,1.5,2,29,1,182,4,2146,11,10,2,No,224.9399866
1496,1.9,13,38,0.1,126,14,1927,17,4,6,Yes,244.2084317
959,1.7,15,13,0.4,155,16,3328,10,9,10,Yes,176.2752465
1349,2.2,5,55,0.1,105,7,2462,15,7,17,Yes,413.9498458
1689,2.4,0,13,0.9,168,9,1172,12,11,17,Yes,140.1353651
1558,2.4,0,27,0.1,146,1,3598,9,2,12,Yes,966.6529015
582,0.5,3,27,0.2,168,10,2437,19,2,2,Yes,305.1639574
1485,2.8,3,44,0.1,138,14,3271,14,12,8,No,831.8354513
1991,1.8,11,9,0.7,94,12,1511,17,8,9,No,184.2795113
553,0.5,2,23,0.5,119,3,2981,7,3,14,No,326.331442
1231,0.7,2,7,0.9,113,7,3119,9,4,15,No,747.2104358
805,0.8,1,34,0.6,88,2,3647,18,11,9,Yes,777.8810064
764,1.2,1,13,1,152,2,3148,18,7,6,No,400.8178349
894,0.9,5,54,0.2,130,15,2829,11,5,13,Yes,322.3314627
1589,2.6,9,46,0.4,84,16,2373,11,9,20,No,130.641762
1456,1.6,9,39,0.1,80,10,3998,6,3,13,No,623.0796618
743,0.5,0,33,0.3,95,1,316,19,10,4,No,130.3315483
1061,2.1,3,52,0.1,109,4,999,16,12,9,No,92.45430198
1428,1.6,0,7,0.1,153,2,1808,12,8,13,No,234.5470943
674,2.8,0,8,0.2,93,0,589,18,6,4,No,77.22373302
832,1.1,0,46,0.3,93,0,3317,8,0,19,No,396.2335623
1625,0.5,2,50,0.1,107,17,670,16,3,8,No,138.8917921
907,1.4,3,42,0.2,151,16,584,11,9,6,No,85.96866632
1631,0.5,2,13,0.5,166,16,2173,12,3,8,No,415.7234558
1584,1.3,6,41,0.6,135,15,1561,10,5,17,Yes,242.1598688
1382,0.5,7,13,0.3,199,18,2073,16,7,9,Yes,170.9558502
633,1.4,0,46,0.7,102,10,1401,19,14,11,No,140.5023462
1444,2.1,9,38,0.4,104,16,3764,14,9,10,No,424.942717
852,1.6,6,54,0.4,147,7,1275,13,7,12,Yes,84.59039697
922,0.7,0,47,1,157,14,1464,17,4,12,Yes,329.3813156
1745,1.5,4,57,0.1,159,16,2885,13,11,5,Yes,556.0195817
862,2.3,9,6,0.1,107,14,3458,9,4,9,Yes,330.82481
1754,2.1,1,52,1,101,3,3019,11,6,19,Yes,272.5380313
1008,2.5,3,36,1,109,14,1083,6,4,6,No,145.6085243
1569,0.5,3,33,0.2,147,13,3538,18,1,15,Yes,521.7679746
1596,2.9,7,7,0.7,149,9,2493,14,12,13,Yes,349.9305903
1807,0.5,2,61,0.1,134,6,3726,8,5,15,No,671.4591318
1660,2.8,4,7,0.8,184,6,1531,12,0,7,No,225.7697184
1861,0.9,4,55,0.5,148,8,601,7,5,4,No,311.9749992
648,1.9,4,8,1,91,19,2991,8,7,4,Yes,272.545207
1379,0.5,1,19,0.3,134,17,3912,11,2,19,Yes,924.4634225
1910,1.7,0,34,0.6,115,0,309,8,4,10,Yes,81.15225184
1807,2,0,13,0.5,155,0,323,9,3,3,Yes,95.22127834
1923,0.5,7,46,0.5,191,10,1489,10,9,3,Yes,266.9977574
1345,3,7,38,0.1,162,11,1322,9,2,15,No,100.3816863
904,1.6,5,14,0.2,102,9,1846,7,0,3,Yes,203.936225
1239,1.2,5,52,0.9,122,10,417,8,0,6,Yes,111.2127154
1330,0.9,6,52,0.8,84,12,3269,19,6,8,No,1063.110785
516,0.7,1,30,0.9,138,12,3731,17,13,15,No,305.5515696
672,0.5,0,54,0.9,95,11,667,17,8,14,No,53.3947457
892,0.5,0,47,0.4,94,18,1241,12,3,9,Yes,205.1004401
1778,0.5,0,23,0.5,101,11,3941,19,6,13,No,1130.827946
1130,2.5,4,58,0.1,132,14,1018,17,1,16,No,127.7685128
1359,0.6,4,59,0.3,86,6,3142,19,3,17,Yes,1129.058009
1866,2.5,3,47,0.8,89,9,1444,7,4,20,No,210.2085606
1597,2.3,11,34,0.4,89,14,934,16,10,9,No,95.74432255
1046,2.8,0,58,0.2,100,0,3863,17,12,9,Yes,1110.720045
1035,0.6,2,44,0.5,99,3,3506,14,5,12,No,834.3550152
1175,1.3,2,19,0.3,164,9,1944,9,4,9,No,135.2054524
1261,0.5,0,11,0.2,90,0,348,14,9,14,Yes,129.4867667
1068,0.7,9,51,0.5,124,15,550,12,8,6,No,37.05509936
1713,3,5,20,0.9,104,17,971,11,10,10,No,61.2961304
1688,2.5,0,21,0.2,170,0,3984,17,14,8,Yes,866.4451606
1413,0.5,4,45,0.4,104,6,2973,17,8,15,Yes,527.6018363
559,0.5,10,11,0.4,82,14,2019,10,4,16,Yes,58.19728099
1483,2.6,13,19,0.6,146,19,1587,9,4,19,No,61.00067364
860,1.6,13,48,0.5,187,18,1870,17,2,18,No,181.0796798
1090,1.3,5,27,0.1,91,16,1352,5,1,11,No,235.2991723
686,0.5,11,3,0.3,91,15,570,7,6,19,No,110.1635409
818,1.3,14,43,0.9,177,15,546,12,6,7,Yes,114.2734215
1456,1.6,5,49,0.2,193,20,3624,12,11,16,No,1168.218923
774,0.5,2,10,0.5,188,9,2944,8,6,2,Yes,336.5692042
1068,0.5,0,19,0.9,197,9,1209,19,12,12,No,131.6248441
1373,1.9,1,29,0.9,141,12,2752,15,2,7,Yes,724.1803199
1777,3,3,20,0.6,188,5,3868,5,1,7,Yes,602.9937219
594,0.8,2,28,0.1,132,3,3087,16,4,4,Yes,374.5412655
1524,2.6,5,57,0.5,124,12,947,11,4,16,Yes,92.54277605
511,0.6,12,50,0.1,175,16,1484,9,7,8,No,102.5594458
1402,0.6,3,46,0.3,87,12,347,17,0,12,Yes,149.5944609
965,0.5,15,53,1,131,19,3227,12,6,8,No,372.3345934
1270,2.3,0,58,0.5,104,1,3299,13,4,16,Yes,875.4171012
919,0.5,11,13,0.3,159,15,1028,8,4,17,No,91.24228213
1963,1,16,34,0.1,157,17,714,18,2,2,Yes,171.149506
1977,1.3,2,31,0.4,173,6,2641,8,2,7,No,450.5838421
1881,2.2,4,51,0.3,158,7,1229,12,0,14,No,205.8214317
683,0.7,5,19,0.9,173,17,2622,16,3,5,Yes,366.6915826
772,2.6,7,6,0.1,100,10,929,13,6,18,Yes,106.4636469
536,1.4,0,53,0.7,135,0,1211,15,10,7,Yes,58.61827636
1694,1.8,0,53,1,186,0,1653,7,5,6,No,523.2019141
1633,1.7,3,33,0.9,111,19,511,9,0,7,No,123.3710651
1371,0.5,4,52,0.5,167,19,3034,13,6,8,No,227.8645433
551,2.8,0,54,0.1,172,15,1414,6,1,19,Yes,115.6523633
1221,0.5,1,28,0.5,139,7,2438,13,11,10,Yes,902.1085518
1000,0.5,12,63,0.7,179,18,3744,11,1,7,Yes,670.3343533
1986,2.7,3,64,0.2,162,20,1377,5,3,15,Yes,310.6908119
1119,0.5,0,23,0.4,164,1,3520,7,4,7,No,868.8945108
1699,0.5,1,59,0.5,97,3,3796,17,10,12,Yes,631.4701471
1099,0.5,13,61,0.3,146,20,1699,17,10,3,Yes,434.8718512
1576,2.6,7,58,0.2,90,16,336,14,8,13,Yes,119.162697
950,0.5,9,55,0.1,156,10,1095,14,12,13,No,77.98669559
1081,2.5,13,49,1,99,17,325,9,1,6,Yes,110.2003512
606,2.5,1,53,0.2,146,2,1223,19,12,7,No,108.9373449
502,1.5,7,37,0.2,199,12,1649,6,1,14,No,155.0800575
957,0.7,0,4,0.1,160,0,1898,12,4,3,No,288.3257556
1658,1.4,0,38,0.3,159,0,2609,12,11,19,No,384.6737639
1681,2.5,6,18,0.3,167,7,2265,5,3,20,Yes,568.8806831
1983,0.5,3,43,1,87,10,2775,9,4,3,Yes,586.8900677
1753,1.2,8,12,0.9,113,17,1445,17,16,12,Yes,303.2299766
1632,1.4,0,41,0.1,132,1,2614,5,4,15,No,483.3347336
1949,1.4,7,57,0.3,145,11,356,5,3,19,No,63.80575623
1696,1.7,1,13,0.9,97,2,523,5,0,4,Yes,99.7252035
688,2.5,0,57,0.8,131,3,3745,17,1,4,No,618.4312958
1104,1.7,1,60,0.4,199,13,1229,6,0,3,Yes,156.7628457
1122,2.8,0,28,0.6,184,4,1402,14,10,3,No,179.6058248
504,0.5,2,46,0.9,172,14,2085,13,5,8,No,271.140047
1154,0.5,12,14,0.7,156,14,587,8,3,4,Yes,90.99603143
1727,2.1,2,63,0.6,85,8,2457,19,13,7,Yes,990.3021216
1674,2.8,0,52,0.2,89,7,2030,7,0,6,No,362.4490107
1948,2.8,5,18,0.2,135,14,816,16,2,3,No,110.5234607
1218,2.8,3,39,0.8,150,14,1667,10,0,12,No,74.89347307
531,1.1,10,63,0.7,189,14,2958,17,1,19,No,448.9692587
1057,2.1,4,5,0.5,154,13,3705,6,4,13,No,888.7909931
576,1.2,1,30,0.8,162,5,2800,11,6,16,Yes,569.8954194
1960,2.1,1,7,0.2,165,9,3773,11,9,6,Yes,581.2043685
673,1.7,3,22,0.1,88,5,2050,7,2,17,No,217.5116794
718,0.7,0,21,0.8,88,7,1754,17,11,9,Yes,126.2486122
864,1.7,3,35,0.3,103,7,1904,12,8,13,Yes,141.6547034
547,1.9,1,37,0.4,154,4,2705,17,3,10,No,102.835518
623,0.9,1,3,0.1,102,7,3537,16,13,3,Yes,487.7503107
1793,0.7,11,27,0.4,154,13,1370,16,3,19,Yes,230.9874352
1720,0.7,0,19,0.1,137,3,1222,13,2,7,No,232.723437
812,0.5,1,64,1,106,7,3102,6,0,2,No,375.9142537
980,0.5,0,33,0.9,160,0,2268,7,5,4,No,335.3677472
643,1,9,18,0.2,187,12,2648,7,5,18,Yes,133.834754
1925,3,0,16,0.8,175,11,2173,7,3,19,No,32.20972353
1408,2.5,3,32,0.1,151,6,3162,19,18,3,No,818.7155281
1522,0.7,4,28,0.2,124,5,1368,14,5,17,Yes,226.0613199
587,2.5,16,51,0.6,111,17,2746,10,4,7,Yes,416.063048
1959,0.5,5,18,0.7,191,20,619,7,4,8,Yes,133.591384
1872,0.5,3,17,0.7,89,6,724,17,3,9,Yes,211.7356312
1043,0.5,7,42,0.1,111,8,912,16,9,6,No,98.71216687
1809,0.5,6,23,0.7,123,19,2784,12,6,20,Yes,697.7572282
1703,0.5,5,23,0.2,92,7,793,7,3,17,No,152.4566142
1095,0.5,4,45,0.5,197,5,560,9,1,10,No,113.7122685
1414,2.6,1,27,0.6,137,20,312,5,2,8,Yes,124.2093792
1659,2.5,2,41,0.1,88,18,545,12,0,9,Yes,120.6364623
1540,0.7,1,60,0.8,197,12,1591,19,0,2,Yes,246.106935
1342,1,0,31,0.6,86,1,2746,15,5,10,No,693.7110299
1189,2.3,13,8,0.5,198,14,893,9,6,13,No,122.03252
518,2.4,0,62,0.6,128,0,2514,16,12,7,Yes,181.5523696
1449,0.8,3,10,0.2,144,12,1032,10,0,8,Yes,135.285818
516,1.1,0,39,0.4,91,7,819,8,0,10,Yes,63.5473291
1569,0.8,8,59,0.9,111,16,3672,15,2,15,Yes,1027.258849
1312,0.8,0,24,0.9,156,0,3833,14,13,17,No,834.4510406
1893,0.5,1,23,0.1,179,3,1482,15,7,17,No,455.3403256
1076,2.5,3,14,0.2,105,4,2043,7,5,14,No,124.5929172
530,2.6,1,40,0.9,118,2,1229,16,11,2,No,106.2924519
1044,2.8,7,33,0.6,129,13,1816,17,16,15,Yes,207.825951
1330,1.1,11,37,0.7,126,20,2166,10,1,4,No,212.1533532
1836,1.1,0,14,0.7,104,1,2469,18,6,7,Yes,656.0637299
1741,0.5,1,55,0.1,140,3,2575,13,10,7,Yes,271.6526272
1869,2.6,0,30,0.4,152,13,1375,15,3,19,No,144.6780107
1331,0.5,8,55,0.9,146,15,1732,6,2,11,Yes,294.3919449
1655,0.5,6,4,0.1,105,12,673,10,3,12,No,89.22998048
605,1.5,9,18,0.9,162,14,2301,15,9,8,No,285.9761633
1245,0.6,2,30,0.7,105,3,2676,17,8,7,No,251.404293
1709,0.8,8,58,0.8,136,10,1781,18,3,17,No,355.660803
846,2.6,0,58,0.1,123,15,2248,16,8,13,No,448.5588218
1403,2.5,3,62,0.9,90,13,921,14,13,18,No,104.4534228
688,1.5,0,2,1,89,2,391,5,2,8,Yes,77.04033683
775,2.5,1,10,0.1,185,14,1719,19,3,18,Yes,246.7383403
1154,2,6,35,0.8,159,16,3262,16,15,16,No,1086.501395
1375,0.5,2,35,0.1,194,3,1947,15,13,15,Yes,211.7261465
1827,0.8,4,61,0.9,130,9,2693,8,3,7,Yes,733.2897875
1697,0.5,0,60,0.1,90,0,441,15,1,11,No,132.4096218
741,1.5,1,14,0.3,178,13,1886,19,11,9,Yes,94.56078908
1672,0.5,13,32,0.7,174,20,1267,17,4,20,No,224.1905713
514,0.7,4,57,0.1,186,7,687,6,0,20,Yes,26.6081883
1375,1.3,2,12,0.1,105,13,2890,17,1,12,No,854.1613638
989,1.8,4,55,0.7,124,12,1737,8,5,10,Yes,271.788074
1510,2.5,11,47,0.7,138,13,887,18,6,5,No,104.0528082
1266,2.6,1,18,0.4,86,2,398,16,8,3,Yes,106.7240079
1396,2.4,0,46,0.1,138,1,2389,7,3,15,Yes,259.4023975
808,2.3,3,45,0.8,161,9,3431,15,6,13,Yes,861.5658532
1542,2.3,1,43,0.8,182,11,3601,14,4,16,No,620.4842366
745,0.6,5,35,0.8,102,10,2459,14,1,16,No,192.383097
1735,1.9,0,59,0.7,148,0,3230,6,1,9,No,655.7977478
586,0.5,1,57,0.3,188,5,3646,15,4,11,Yes,711.639557
1341,2.1,0,36,0.4,107,1,2200,18,14,15,No,354.7590452
781,1.3,1,64,0.2,88,7,3862,17,10,9,No,656.6243117
501,0.5,14,22,0.5,174,20,3077,17,3,17,No,434.2399122
1224,1.8,2,44,0.2,139,9,621,11,4,14,Yes,99.34770532
1970,1.6,11,58,0.3,80,19,2372,14,12,2,No,259.7576518
618,2.2,0,63,0.9,138,1,2574,14,3,5,No,287.5514726
1537,2.9,11,46,0.8,158,17,2857,17,14,2,Yes,748.4025894
1018,2.2,8,16,0.6,153,10,3143,17,12,20,No,587.7812034
1545,1.3,15,35,0.1,173,20,3197,14,9,6,Yes,705.4627052
1871,2.1,4,41,0.4,144,5,2727,15,8,11,No,653.8955184
1729,2.1,1,12,0.9,186,6,1519,9,4,5,Yes,174.8427202
680,2.1,9,9,0.1,131,11,2438,14,2,17,No,464.3216545
1106,1.9,4,54,0.7,107,9,2674,9,3,9,Yes,399.9741124
635,0.6,1,50,0.3,97,13,2107,13,12,12,No,144.4204552
618,0.6,8,16,0.2,143,14,2262,16,15,4,No,415.7760515
1671,0.5,13,5,0.9,179,18,815,16,6,10,Yes,153.105901
1562,1.2,0,52,0.1,105,9,2829,13,10,3,Yes,397.9174684
1975,1.9,2,31,0.9,151,17,3022,13,5,19,Yes,877.5246223
831,0.7,2,62,0.7,134,9,2573,16,12,18,Yes,355.0091313
1524,1.8,0,10,0.6,174,1,2678,16,5,13,Yes,570.0848733
1528,1.8,3,55,0.8,129,6,1282,11,9,11,Yes,169.3901106
1447,2.5,2,9,0.2,155,16,568,12,11,8,No,111.4658335
1344,1.5,1,14,0.5,190,3,2074,8,1,5,No,117.3905095
564,3,1,8,0.7,130,3,2227,9,2,14,Yes,204.3482164
921,0.6,1,60,0.1,83,3,1080,10,0,6,Yes,65.33551315
1413,1.7,2,10,0.2,200,6,2867,5,4,15,No,395.1903667
831,2.4,10,55,0.5,86,12,1075,12,11,3,No,43.81521103
802,0.5,3,43,0.6,153,6,3063,17,13,4,No,438.3026045
1923,1.3,3,24,1,86,4,2479,9,2,15,No,195.9756777
1193,3,10,56,0.4,196,17,2394,19,11,14,No,391.8024232
904,1.2,10,31,0.8,112,11,2814,13,3,19,No,441.7935666
1285,2.4,1,51,1,140,2,2094,8,0,10,No,273.531537
1635,2.6,0,2,0.6,182,0,2315,10,1,2,No,701.9341748
1923,1,5,14,0.9,154,6,2519,13,0,16,Yes,364.2252714
1851,1.9,3,12,0.9,198,11,735,7,6,14,Yes,89.28858146
727,1.5,0,32,1,131,1,1891,19,13,7,Yes,192.729569
1396,1.5,0,44,0.1,118,1,1386,7,1,8,Yes,251.792951
877,1.3,9,46,0.8,135,14,3260,14,12,6,No,313.0791265
