battery_power,blue_tooth,clock_speed,dual_sim,Front_Camera_mx,four_g,int_memory,mobile_dep,mobile_wt,n_cores,Pimary_camera_mx,ram,screen_height,screen_width,talk_time,three_g,touch_screen,wifi,price_$
1062,Yes,2.5,Yes,6,No,10,0.9,160,one,13,3803,7,3,16,No,No,Yes,572.3166245
1678,Yes,2.3,Yes,11,No,7,0.5,192,one,14,574,5,3,19,Yes,No,No,112.6923165
1417,Yes,0.5,No,10,Yes,45,0.9,166,four,19,2129,13,9,12,Yes,No,Yes,96.37926098
1074,No,2.4,Yes,2,Yes,9,0.9,103,six,14,1948,13,1,18,Yes,Yes,Yes,211.7778538
1832,No,0.7,No,2,No,2,0.6,90,seven,6,2978,18,7,18,No,No,No,248.6272124
1039,No,1.3,No,0,Yes,12,0.8,200,eight,0,1619,7,1,10,Yes,Yes,Yes,360.7276931
1059,No,2.4,No,8,No,61,0.1,134,three,18,3716,15,13,11,Yes,Yes,No,849.7435729
1606,No,1.4,No,3,No,57,0.1,154,four,4,3454,13,8,20,No,No,Yes,700.2692095
1928,Yes,1.8,No,9,Yes,19,1,187,three,20,3777,7,2,13,Yes,Yes,Yes,511.6662172
1875,Yes,0.5,Yes,11,Yes,55,0.7,91,one,17,2712,7,2,6,Yes,No,Yes,1105.680718
1128,Yes,1.1,No,9,Yes,46,0.9,135,eight,10,1434,5,0,11,Yes,No,No,171.1189184
1748,No,1.7,Yes,6,Yes,14,0.5,146,three,7,3968,16,12,3,Yes,No,Yes,719.9148646
1413,No,0.5,Yes,5,No,51,0.3,117,five,11,3383,16,5,2,No,No,No,327.7261354
825,No,0.5,Yes,0,Yes,23,0.1,86,two,0,3278,8,6,2,Yes,No,Yes,808.2966177
1589,Yes,1.4,No,3,Yes,26,0.1,100,eight,16,3970,16,8,18,Yes,No,Yes,652.7081015
535,Yes,0.5,Yes,8,Yes,54,0.5,145,eight,15,2674,14,8,10,Yes,No,No,259.9317849
1780,Yes,0.5,No,6,No,27,0.1,190,four,11,2776,19,17,14,Yes,Yes,Yes,993.1663383
1671,No,0.6,Yes,7,Yes,61,0.1,129,two,11,2336,10,4,7,Yes,No,No,541.4228792
1821,No,0.9,No,9,Yes,12,0.3,114,one,18,2430,7,4,6,Yes,Yes,Yes,614.0439527
1076,Yes,2.6,No,3,Yes,38,0.7,119,six,8,891,18,3,9,Yes,Yes,No,112.7424011
532,Yes,0.8,Yes,3,No,8,0.1,193,five,10,728,13,5,8,Yes,Yes,No,179.0041024
777,Yes,2.6,No,3,No,30,0.9,148,five,17,3886,14,10,7,Yes,No,No,754.0363943
1217,Yes,0.5,No,3,No,17,0.5,182,four,13,1711,7,3,9,Yes,No,Yes,247.9235418
1656,Yes,1.6,Yes,0,No,16,1,117,seven,2,2856,14,3,20,Yes,Yes,Yes,466.4051941
1185,No,1.9,No,0,No,31,0.4,152,eight,7,2447,16,2,3,Yes,Yes,Yes,634.2040522
577,No,2.4,No,8,Yes,37,0.9,161,six,20,814,11,7,19,Yes,Yes,Yes,115.0215561
737,Yes,2.4,Yes,7,No,49,0.6,193,four,16,2951,7,0,10,No,Yes,No,486.2620945
704,No,2.2,Yes,4,No,53,0.2,186,six,6,3653,7,1,15,Yes,Yes,Yes,281.2112889
525,Yes,0.5,Yes,5,No,51,0.5,137,eight,11,1891,18,3,12,No,Yes,No,237.6573674
504,Yes,0.5,Yes,5,No,16,0.1,166,one,9,701,17,15,15,Yes,No,Yes,110.4203493
793,No,1.2,Yes,1,Yes,38,0.6,176,four,7,3139,6,1,12,Yes,Yes,Yes,361.3740946
569,No,0.6,Yes,2,No,39,0.1,184,eight,9,2811,7,6,7,Yes,No,Yes,362.8204163
1590,No,1.9,Yes,3,Yes,21,1,160,five,18,1701,11,4,4,Yes,No,Yes,193.5895332
707,No,0.5,No,0,Yes,16,0.1,194,two,0,1853,17,14,12,Yes,Yes,Yes,165.8488118
767,No,1.9,No,16,Yes,19,0.2,185,six,17,2445,6,1,6,Yes,Yes,Yes,134.3439194
1350,Yes,0.5,Yes,0,Yes,50,0.8,181,eight,4,2287,15,1,8,Yes,Yes,No,236.1858711
1117,Yes,0.6,Yes,0,No,31,0.2,146,two,7,2003,8,7,14,No,Yes,Yes,382.5856984
641,Yes,1.1,No,0,Yes,7,0.9,192,one,3,3595,7,5,19,Yes,Yes,Yes,385.4469187
1002,No,0.8,Yes,0,Yes,35,0.5,83,two,4,1726,16,5,19,Yes,No,Yes,134.7161468
1408,Yes,2.1,Yes,10,No,45,0.9,89,five,14,3952,8,6,3,No,No,Yes,299.9535541
1900,Yes,2,Yes,1,No,41,0.5,190,eight,6,850,5,1,4,Yes,Yes,Yes,231.3782854
726,No,2.9,No,0,No,43,0.1,101,eight,0,1446,17,2,8,Yes,Yes,No,123.7668842
1544,No,2.3,No,12,Yes,45,0.1,113,eight,20,1300,8,7,18,Yes,Yes,No,288.3019895
1454,Yes,1.6,No,6,Yes,21,0.2,160,four,10,719,14,10,10,Yes,Yes,Yes,114.1987994
1230,Yes,2.2,Yes,6,No,26,0.8,123,five,7,988,11,5,9,No,Yes,Yes,42.08773558
1552,No,1.2,No,10,Yes,53,0.3,180,eight,18,2606,13,6,12,Yes,No,No,422.9045741
1519,No,2.1,No,0,No,32,0.7,200,one,10,2912,11,10,15,Yes,Yes,No,306.7255583
723,Yes,1.9,No,4,No,30,0.3,102,one,7,2339,19,9,17,No,Yes,Yes,349.1494336
1191,No,2.4,Yes,2,No,13,0.9,169,one,7,1028,14,6,8,Yes,Yes,Yes,89.66740382
1168,No,1.3,No,9,No,61,0.1,90,eight,10,3173,9,4,17,No,No,Yes,1131.488117
1229,No,0.5,Yes,15,No,14,0.8,191,two,16,1667,17,6,17,No,No,Yes,189.2558735
1758,Yes,0.5,No,11,Yes,13,0.6,190,eight,14,1897,6,2,15,Yes,No,No,396.793786
1290,No,0.5,No,0,No,3,0.1,143,six,4,1214,9,8,15,No,Yes,Yes,201.7402153
574,No,2.8,Yes,16,No,38,0.1,90,six,17,3269,8,7,10,No,Yes,No,300.3429024
1271,Yes,0.5,No,12,No,32,0.1,113,seven,15,445,15,14,14,No,No,Yes,152.4710408
1170,Yes,1.2,No,4,No,30,0.4,83,eight,15,1073,6,4,8,Yes,Yes,No,102.4210324
1269,Yes,1.3,No,14,No,52,0.8,118,two,15,665,18,5,5,No,No,No,95.3782954
1288,No,2.8,Yes,15,No,50,0.1,121,two,20,3129,17,6,2,No,No,No,298.0490189
1366,Yes,0.7,Yes,0,Yes,34,0.1,150,two,9,3501,13,11,3,Yes,No,No,939.8433358
1572,Yes,0.8,Yes,7,Yes,8,0.8,169,five,8,3461,6,3,10,Yes,Yes,Yes,738.2978803
1627,No,0.9,Yes,9,Yes,32,0.1,180,six,16,3206,12,6,16,Yes,Yes,No,1309.225462
1701,Yes,0.5,No,13,Yes,46,0.9,115,two,15,3717,11,0,10,Yes,Yes,No,751.4295457
1900,Yes,0.5,Yes,0,Yes,55,0.9,171,one,1,3917,15,5,18,Yes,No,Yes,530.2435407
1974,No,1,No,4,No,24,0.3,80,seven,13,861,7,4,6,Yes,No,Yes,20.35758222
1197,Yes,0.5,Yes,9,No,20,0.1,129,five,10,2885,19,7,14,Yes,Yes,Yes,374.6914541
587,Yes,2.3,Yes,4,No,6,0.7,170,one,16,2777,9,2,14,Yes,Yes,No,474.6656315
934,No,1.1,No,7,No,24,0.8,112,five,12,1017,12,7,9,No,No,Yes,32.96567379
1195,No,2,Yes,1,Yes,23,0.1,82,four,9,980,13,9,17,Yes,No,No,94.20464684
1853,Yes,1,No,2,No,23,0.4,92,one,15,2775,14,4,17,Yes,No,No,1105.73177
1164,No,1,No,4,Yes,19,0.9,95,eight,18,3309,15,3,3,Yes,No,Yes,1221.344736
1512,Yes,0.5,No,8,Yes,18,0.1,88,three,17,3607,12,10,6,Yes,Yes,Yes,233.2124171
1232,No,2.9,Yes,1,Yes,24,0.3,169,five,17,1257,16,10,16,Yes,No,No,85.54412323
1813,Yes,0.6,Yes,0,Yes,5,0.2,198,three,8,759,9,3,14,Yes,Yes,No,69.83794536
946,Yes,2.6,Yes,17,No,5,0.1,166,three,20,3720,15,7,4,No,Yes,No,669.1053834
739,Yes,2.3,Yes,2,Yes,58,0.1,88,three,4,475,7,6,6,Yes,No,Yes,144.244762
704,Yes,2.7,No,8,Yes,29,0.2,80,one,10,1122,9,3,10,Yes,Yes,Yes,75.943366
1663,Yes,0.5,No,0,No,40,0.6,147,four,15,1336,8,5,15,Yes,No,No,311.204249
1966,Yes,1.4,Yes,2,No,40,0.9,185,eight,18,1185,11,2,20,No,Yes,No,407.3628215
1219,No,1,Yes,0,No,17,0.7,196,five,4,705,11,3,6,No,Yes,Yes,124.2562748
612,Yes,0.7,No,6,No,35,0.6,181,five,12,3169,14,9,6,No,No,No,298.741157
1658,Yes,1.4,No,0,Yes,39,0.7,182,one,5,3483,10,1,15,Yes,No,Yes,816.3256994
1263,No,0.5,No,12,No,64,0.3,175,five,18,1183,14,3,17,No,No,Yes,234.4988798
1395,Yes,2.8,No,0,Yes,55,0.6,118,three,1,3373,11,2,16,Yes,Yes,No,499.6342392
621,Yes,2.7,Yes,0,No,54,0.1,151,four,20,2801,6,1,5,Yes,Yes,Yes,452.193333
652,No,0.5,Yes,1,No,58,0.6,142,three,2,565,18,12,9,No,No,Yes,123.142603
1175,No,0.6,No,10,No,25,0.1,145,two,12,3153,9,4,12,Yes,No,No,431.6836901
561,Yes,1,No,0,No,11,0.1,163,eight,10,3421,16,2,5,Yes,Yes,Yes,398.7374352
1137,No,2.2,No,6,Yes,3,0.9,173,five,7,316,15,14,17,Yes,No,No,138.5134357
1835,Yes,2.3,No,4,Yes,11,0.1,193,seven,13,448,18,17,14,Yes,No,No,83.80855582
1170,No,2.9,Yes,2,No,40,0.4,169,six,5,2366,16,8,2,Yes,Yes,Yes,229.0416339
1595,Yes,0.8,Yes,0,Yes,44,0.7,85,four,20,3881,14,10,9,Yes,No,Yes,780.0564171
1719,Yes,2,No,0,No,12,0.3,122,eight,7,462,6,3,5,No,No,No,125.0907023
1770,No,2.3,Yes,0,No,7,0.8,128,seven,6,1480,6,1,17,Yes,No,No,257.1429374
1312,No,0.5,Yes,0,Yes,28,0.8,163,two,0,1087,17,16,14,Yes,No,No,175.3878409
1878,No,1.5,Yes,5,Yes,56,0.3,139,five,13,2711,8,2,3,Yes,Yes,Yes,235.1587512
1871,Yes,2,No,7,Yes,20,0.1,81,seven,14,2144,13,12,12,Yes,Yes,Yes,312.7222623
922,No,1.5,Yes,1,Yes,35,0.9,188,seven,15,1165,19,6,4,Yes,Yes,Yes,129.3450019
1975,Yes,1.5,No,6,Yes,16,0.9,128,eight,11,2998,5,4,13,Yes,Yes,No,359.9714649
1212,No,2.6,No,1,Yes,46,0.3,102,four,8,2249,14,3,4,Yes,Yes,Yes,299.1761133
1430,Yes,0.9,No,3,No,56,0.1,179,three,5,752,17,8,17,No,No,Yes,76.18887945
1958,Yes,1.9,Yes,0,No,4,0.2,190,two,3,1409,16,5,3,No,No,No,210.3549897
1836,Yes,2.1,Yes,0,Yes,30,0.2,184,seven,15,3072,7,3,5,Yes,Yes,No,540.4008505
557,Yes,1.6,No,0,No,24,0.5,125,three,0,1305,12,8,3,Yes,No,Yes,-13.27667899
539,Yes,0.6,Yes,9,No,21,0.1,145,seven,14,3597,14,5,9,No,No,No,602.6776899
880,No,0.5,Yes,1,No,44,0.5,172,eight,15,3132,8,7,6,No,Yes,Yes,237.2607046
1369,Yes,1.8,Yes,6,No,34,0.5,162,one,7,3856,18,4,18,No,Yes,Yes,865.612831
1109,Yes,2.7,Yes,1,No,39,0.4,98,one,9,1524,15,10,7,Yes,Yes,Yes,284.8938765
843,No,1.8,Yes,0,No,16,0.1,166,five,6,3673,12,1,20,Yes,No,Yes,733.9706875
598,No,2.3,Yes,7,No,21,0.7,196,two,10,3293,8,4,7,Yes,No,Yes,207.1342247
972,Yes,2.7,Yes,1,No,5,1,126,four,2,3035,12,7,19,Yes,No,Yes,175.3975683
1944,Yes,0.5,No,5,Yes,36,0.1,197,six,18,584,17,14,13,Yes,Yes,No,262.9096257
1225,No,0.7,Yes,0,Yes,2,0.6,138,seven,1,2675,12,11,15,Yes,Yes,No,694.9117637
644,Yes,1.3,Yes,7,Yes,30,0.5,114,one,16,2382,9,0,19,Yes,No,Yes,566.3730532
1919,No,1.5,No,5,Yes,48,0.8,150,four,6,1391,19,13,12,Yes,No,Yes,284.2483153
501,No,2.3,No,12,Yes,54,0.3,131,four,19,2346,13,12,2,Yes,No,Yes,241.5813093
1620,Yes,2.2,Yes,0,Yes,30,0.2,185,three,3,606,6,0,18,Yes,No,No,67.12713706
1227,Yes,1.1,Yes,0,No,34,0.2,130,three,3,1324,7,3,12,No,Yes,Yes,219.7248868
1359,Yes,0.5,Yes,1,Yes,58,0.5,107,six,3,1076,16,8,4,Yes,Yes,Yes,129.4342408
1914,No,0.7,No,1,No,35,0.6,118,eight,2,643,17,1,8,Yes,No,Yes,238.3995751
1645,Yes,1.8,No,1,No,21,0.7,123,seven,2,783,10,8,20,Yes,No,No,115.1295574
1063,Yes,1.1,No,0,Yes,26,0.8,101,five,2,3809,17,16,5,Yes,No,Yes,594.0505001
946,No,2.1,No,0,Yes,19,0.2,154,eight,0,2104,7,4,16,Yes,Yes,No,103.1090067
1231,No,1.2,Yes,5,No,54,0.8,185,three,10,1762,5,3,6,Yes,Yes,No,237.28823
1397,No,2.9,Yes,13,No,9,0.5,87,six,18,3137,12,1,11,Yes,Yes,Yes,521.0773899
701,Yes,0.7,No,7,No,15,0.5,160,three,11,1756,6,3,17,Yes,Yes,Yes,122.7850623
570,Yes,0.5,Yes,2,No,9,0.3,111,seven,5,3663,14,10,14,No,No,No,869.6893949
1993,Yes,0.5,No,10,Yes,27,0.3,147,eight,11,2437,14,0,9,Yes,No,No,214.9383582
955,No,0.5,Yes,4,No,43,0.9,143,five,8,1432,12,9,9,Yes,Yes,Yes,259.9560083
924,No,0.5,Yes,0,Yes,47,0.3,167,eight,6,1620,17,15,12,Yes,No,No,146.308918
600,No,0.5,No,0,No,14,0.8,112,five,2,1655,18,0,9,No,No,No,87.17878107
518,No,0.8,Yes,0,No,3,0.1,178,seven,1,2832,5,0,8,Yes,No,Yes,383.247064
1063,Yes,2.5,No,0,Yes,31,0.9,95,six,10,961,16,6,5,Yes,Yes,No,84.15578716
920,Yes,0.5,No,2,No,46,0.8,149,three,3,2608,6,0,2,No,No,Yes,431.4671022
1715,No,1.9,No,4,Yes,3,0.1,171,five,6,514,7,4,13,Yes,No,No,185.2923405
1841,Yes,1.3,Yes,6,No,14,0.6,167,eight,8,2304,7,1,18,No,No,Yes,421.3133835
543,Yes,0.5,Yes,4,Yes,60,0.7,132,five,7,933,14,0,5,Yes,Yes,No,143.7418348
1762,Yes,2.7,Yes,13,Yes,25,0.9,189,one,14,1896,14,10,20,Yes,Yes,Yes,219.6862141
1112,Yes,0.5,Yes,1,No,53,0.6,121,four,16,3655,7,3,20,Yes,Yes,No,582.4592208
709,Yes,2,Yes,0,No,35,0.1,136,one,0,1973,12,9,16,No,Yes,Yes,315.4022609
1315,Yes,2.6,No,7,No,64,0.8,128,seven,16,3278,6,3,13,No,No,No,352.0399875
1762,Yes,2.5,No,10,Yes,15,0.3,107,eight,11,2183,8,3,11,Yes,Yes,No,213.2267893
1462,Yes,1.7,Yes,1,No,25,0.2,182,seven,18,824,15,5,13,Yes,No,Yes,142.0876694
571,No,1.6,Yes,8,No,35,0.2,186,seven,20,2598,13,5,8,Yes,Yes,No,152.7940242
666,Yes,0.5,Yes,7,Yes,54,0.4,81,three,13,1254,15,9,9,Yes,Yes,Yes,99.91008875
1994,No,1.5,Yes,2,Yes,7,0.5,146,eight,7,3622,7,0,20,Yes,No,Yes,453.7187142
1583,Yes,2.1,Yes,11,No,14,0.7,148,seven,16,1704,17,13,2,Yes,No,Yes,446.6273292
1778,No,1.4,Yes,3,Yes,45,1,132,four,17,1624,15,13,9,Yes,Yes,No,102.9869522
1926,Yes,1.1,No,13,Yes,50,0.2,179,six,17,3809,17,12,17,Yes,Yes,No,201.5620151
966,Yes,0.6,No,9,Yes,50,0.2,117,four,10,2574,10,1,5,Yes,No,Yes,239.9789431
568,No,2,No,1,No,36,0.3,179,three,4,950,17,9,9,Yes,No,No,134.1032719
1897,No,3,No,1,Yes,21,0.5,192,eight,2,273,17,6,3,Yes,Yes,Yes,119.8369599
1695,No,0.5,Yes,6,Yes,46,0.7,200,three,9,446,16,13,15,Yes,Yes,Yes,259.9752051
1623,Yes,1.2,No,6,Yes,61,0.9,120,seven,12,1510,12,10,17,Yes,Yes,No,296.3464154
914,Yes,0.5,No,0,Yes,26,0.7,147,four,0,1122,12,9,2,Yes,Yes,Yes,65.62734167
1721,Yes,0.5,Yes,4,Yes,33,0.5,128,four,5,707,19,2,5,Yes,Yes,Yes,113.3124613
890,Yes,2.2,Yes,4,No,44,0.5,198,eight,13,751,7,3,3,No,No,No,113.934639
600,No,0.5,No,1,No,48,0.8,191,three,7,3393,12,7,8,Yes,No,No,275.6735028
1677,No,1.8,Yes,4,No,11,0.7,124,six,8,3771,15,6,12,Yes,No,No,1001.896739
723,No,0.5,No,0,Yes,3,0.2,168,four,3,1851,15,3,16,Yes,No,No,183.7939362
638,No,1.7,Yes,11,No,27,0.5,102,four,17,2735,7,2,9,Yes,Yes,No,607.6676671
852,No,1,Yes,4,Yes,62,0.7,104,seven,13,2253,17,4,7,Yes,Yes,No,192.5982191
1979,Yes,1.6,Yes,0,No,32,0.2,165,seven,1,452,13,6,14,No,Yes,No,80.7218527
710,Yes,0.5,No,6,No,32,0.8,151,five,9,1419,12,11,18,No,Yes,No,54.8027411
1034,No,2.6,Yes,2,Yes,45,0.3,190,three,4,969,15,1,7,Yes,No,No,136.5903768
600,No,2.5,Yes,8,Yes,22,0.1,145,one,11,3441,19,1,5,Yes,No,No,567.5073324
1027,No,0.5,No,2,Yes,64,0.9,103,two,7,3786,17,12,12,Yes,No,No,684.4509821
1260,No,0.6,No,5,Yes,13,1,106,six,6,2710,13,1,8,Yes,Yes,No,392.5644081
1793,No,1.8,Yes,10,No,12,0.5,169,six,17,3533,16,14,15,Yes,Yes,Yes,629.5872503
675,No,2.3,No,10,No,60,0.9,144,five,15,1735,7,0,13,Yes,No,Yes,111.7912718
658,Yes,2.7,No,0,Yes,12,0.9,103,seven,3,3587,14,11,20,Yes,No,No,291.4163494
1694,Yes,0.6,No,0,Yes,34,0.3,102,seven,7,2298,17,5,2,Yes,Yes,No,386.5502582
804,Yes,0.8,Yes,12,Yes,41,0.9,89,one,13,2027,11,5,11,Yes,No,No,224.1605043
1713,No,2.5,Yes,1,No,27,0.9,127,seven,3,2406,13,10,20,Yes,No,Yes,413.7744156
706,No,0.5,No,13,Yes,31,0.1,108,three,19,2419,8,7,4,Yes,No,Yes,231.5369501
1362,No,0.5,No,3,No,25,0.8,131,seven,9,995,7,6,18,No,Yes,Yes,47.81620926
1527,No,2.7,No,10,Yes,60,0.1,154,five,14,2078,5,3,11,Yes,Yes,Yes,484.656182
768,No,0.5,Yes,0,No,19,0.9,159,two,1,1145,19,1,7,No,No,Yes,159.0404675
1314,No,2.9,Yes,8,Yes,41,0.1,155,four,12,626,10,4,4,Yes,Yes,Yes,121.0828899
705,Yes,0.5,No,5,Yes,57,0.9,155,six,9,1509,15,11,18,Yes,Yes,Yes,222.6274002
1403,No,2.7,No,2,Yes,26,0.1,164,five,3,3371,13,9,9,Yes,No,Yes,279.4279386
1486,No,2.6,No,7,No,52,0.1,85,four,15,297,13,1,15,No,Yes,No,103.3409559
781,No,1.1,No,2,No,38,0.4,198,five,7,3508,13,8,5,No,No,Yes,677.2962101
986,Yes,1.5,No,1,Yes,23,0.8,183,eight,3,2385,16,9,19,Yes,No,No,151.6950758
1310,No,1.4,No,0,No,33,0.4,105,one,14,1301,13,12,19,No,No,Yes,222.3063079
560,Yes,2,Yes,6,Yes,57,0.3,81,three,12,2167,11,10,7,Yes,No,Yes,194.9886879
1348,No,1.3,No,0,No,43,0.4,116,five,6,3914,10,3,8,Yes,No,Yes,995.572447
1567,No,0.5,Yes,3,No,22,0.5,119,six,6,2312,9,1,18,Yes,No,No,331.4714985
1940,Yes,0.9,Yes,4,No,17,0.7,93,five,7,2297,14,6,8,No,Yes,No,329.3825642
1979,Yes,2.9,Yes,0,Yes,19,1,176,three,9,411,8,2,2,Yes,Yes,Yes,105.6205779
561,Yes,2.1,Yes,7,Yes,2,0.1,193,three,13,665,10,0,4,Yes,Yes,No,116.6574028
1717,Yes,1.3,No,1,No,62,0.7,130,one,3,3226,6,4,5,No,Yes,No,878.1452998
535,No,1.5,No,1,Yes,48,0.7,113,one,4,740,11,10,18,Yes,Yes,No,104.8298515
1413,No,0.5,Yes,4,Yes,39,0.1,185,five,12,3878,19,16,4,Yes,No,No,923.1450679
1358,No,2.5,Yes,0,No,20,0.6,135,seven,0,3406,5,1,11,No,No,Yes,685.9793979
1519,No,2.9,No,2,No,30,0.7,112,seven,8,2440,9,5,10,Yes,Yes,Yes,242.6887136
1254,No,1.2,Yes,2,No,50,0.7,108,five,6,3959,10,4,17,Yes,Yes,No,214.5838632
1591,Yes,2.2,No,3,Yes,49,0.4,154,six,7,3703,17,6,20,Yes,Yes,No,907.5284487
977,Yes,2.8,Yes,2,No,35,0.6,165,two,15,3714,19,3,10,No,Yes,Yes,796.0595753
1640,Yes,0.7,No,10,Yes,21,0.8,169,seven,14,337,16,3,5,Yes,Yes,No,72.650504
663,No,0.8,Yes,0,No,25,0.6,183,two,1,3176,6,2,2,Yes,No,Yes,557.7268772
1744,Yes,1,No,1,Yes,20,0.5,112,eight,3,1205,18,7,14,Yes,No,No,306.5442644
1624,No,1.6,Yes,8,No,28,0.4,150,two,10,2473,16,11,2,Yes,No,No,355.6480968
1108,Yes,1.3,Yes,14,Yes,2,0.3,169,seven,20,1229,5,3,4,Yes,Yes,No,85.67712554
1188,Yes,1.4,Yes,0,Yes,9,0.6,114,two,0,2896,12,11,16,Yes,No,Yes,779.8650577
817,No,1.3,No,0,No,11,0.5,144,three,11,2039,11,6,19,No,Yes,No,242.4341875
863,No,1.6,Yes,5,Yes,6,0.7,133,four,13,520,10,2,18,Yes,No,Yes,86.37784091
1397,No,2.4,Yes,5,Yes,3,0.2,121,three,15,1378,18,15,4,Yes,Yes,Yes,210.4111841
1108,No,1,No,3,No,49,0.7,140,five,12,3254,12,0,16,Yes,No,No,526.2185968
1068,No,2,Yes,1,Yes,37,0.9,184,seven,13,1803,5,4,7,Yes,No,No,194.2435307
1702,Yes,2.3,No,12,Yes,52,0.5,145,two,15,2501,16,12,4,Yes,No,No,782.5267509
808,No,0.5,Yes,0,No,8,0.1,192,four,1,3762,15,9,12,Yes,No,Yes,1342.664065
1156,No,0.5,No,6,No,61,0.1,89,seven,9,1796,16,6,13,No,Yes,Yes,273.7884117
1271,No,0.5,Yes,2,No,54,0.1,159,eight,3,990,14,11,6,No,Yes,Yes,82.23205314
696,No,0.5,No,6,No,51,0.3,197,three,8,2630,18,8,9,No,No,Yes,241.7973558
1981,Yes,1.9,Yes,13,No,45,0.3,175,six,18,1380,10,1,13,No,Yes,No,249.955599
614,No,1.7,Yes,0,Yes,58,0.2,128,seven,2,3487,15,6,11,Yes,Yes,Yes,652.5731844
1590,No,0.6,Yes,0,No,7,0.3,122,three,17,1201,12,3,18,Yes,Yes,Yes,241.6189435
1945,No,1.6,No,4,No,21,0.7,113,three,10,3015,6,1,15,No,No,No,587.1439676
1135,Yes,2.8,Yes,9,No,43,0.4,158,one,11,3204,18,13,6,Yes,No,No,807.8352566
1049,No,0.6,Yes,8,Yes,2,0.3,172,six,10,433,10,7,6,Yes,No,No,75.44770658
1807,Yes,2.1,No,2,No,49,0.8,125,one,10,1906,17,13,13,No,Yes,Yes,138.9109847
984,Yes,0.5,No,13,Yes,42,0.8,98,seven,17,898,16,8,13,Yes,Yes,No,47.80016107
720,Yes,1.4,Yes,0,Yes,61,0.6,96,seven,8,2799,5,3,15,Yes,No,Yes,913.4469069
1536,No,0.8,No,12,No,13,0.3,105,seven,20,2020,6,0,16,Yes,Yes,No,442.5421088
771,Yes,0.5,No,3,No,25,1,86,four,6,770,12,1,20,No,Yes,No,95.02480621
503,No,2.5,No,3,No,57,0.6,185,six,11,305,11,8,16,No,No,Yes,88.84347976
675,No,2.4,No,1,No,42,0.6,187,seven,2,2953,9,5,13,Yes,Yes,No,442.3774034
1936,Yes,1.9,Yes,13,Yes,34,0.2,182,seven,14,1671,6,1,9,Yes,No,Yes,244.6185813
1303,No,1,Yes,0,Yes,15,0.1,138,three,10,2574,12,4,14,Yes,Yes,Yes,608.9788816
1004,Yes,2.9,Yes,0,No,35,0.2,141,six,9,3772,17,8,18,No,Yes,Yes,420.8808604
1972,No,1.2,Yes,0,No,37,0.7,102,two,1,2870,16,0,17,No,No,No,886.770103
1822,No,1.2,No,0,No,8,0.2,195,six,0,2577,9,5,8,Yes,Yes,No,230.717026
1159,Yes,2.8,No,5,Yes,18,0.5,83,one,7,2246,8,1,3,Yes,Yes,No,188.9380608
1782,Yes,2.8,Yes,6,Yes,58,0.8,157,one,13,2405,15,0,16,Yes,No,Yes,347.2444538
894,No,2.1,Yes,16,No,16,0.7,168,eight,20,3377,5,1,6,Yes,Yes,Yes,42.9309731
1884,No,2.1,Yes,7,Yes,43,0.8,185,one,18,3619,14,8,7,Yes,Yes,Yes,912.5633721
1648,Yes,0.5,No,1,Yes,17,0.9,142,two,3,1184,6,2,2,Yes,No,Yes,222.1240487
798,No,2.4,No,5,No,4,0.2,96,three,9,2965,15,7,14,Yes,Yes,No,459.7855714
802,Yes,2.4,Yes,1,No,45,0.8,157,three,9,3713,8,3,8,No,No,No,1049.383966
1276,Yes,2.9,Yes,2,No,53,0.3,130,two,3,3798,19,10,8,Yes,Yes,Yes,614.7952093
1331,Yes,1.6,No,0,No,16,0.5,165,two,7,1026,13,5,20,Yes,No,Yes,200.276969
1620,No,2.6,Yes,6,No,5,0.9,186,six,18,1086,18,14,13,Yes,No,No,232.6047225
1996,No,2.5,No,5,Yes,51,0.4,122,four,9,2236,8,7,12,Yes,No,Yes,339.4874184
1092,No,2.7,Yes,8,No,45,0.8,185,one,10,1303,12,3,20,No,Yes,Yes,192.2734035
1018,Yes,0.7,Yes,7,No,63,0.1,155,five,18,3048,10,3,2,No,No,Yes,514.3554898
545,No,0.5,No,0,Yes,11,0.3,131,three,1,616,15,6,19,Yes,Yes,Yes,66.93083848
554,Yes,1.3,No,0,No,12,0.1,105,six,10,3764,10,7,4,No,Yes,Yes,552.3936599
1264,No,2.9,Yes,2,Yes,34,0.2,171,three,3,419,7,4,3,Yes,Yes,Yes,93.34060948
1030,No,1.6,Yes,3,Yes,58,0.2,138,six,20,2858,6,2,18,Yes,Yes,Yes,727.3663124
1432,Yes,1.7,Yes,6,Yes,39,0.3,164,four,18,504,14,4,10,Yes,Yes,No,80.81212214
558,Yes,2.8,No,1,Yes,49,0.8,142,five,4,392,10,5,8,Yes,Yes,Yes,100.5513204
829,No,0.5,No,0,No,56,0.6,129,seven,1,820,12,6,11,Yes,No,Yes,84.75169793
1741,Yes,1.8,No,0,No,14,0.7,143,eight,0,3387,11,3,3,Yes,No,No,151.7760484
1849,Yes,2.3,No,7,Yes,15,0.4,144,five,19,3447,14,11,19,Yes,No,Yes,792.8296196
733,No,2.1,No,5,Yes,7,0.2,174,seven,10,1403,15,8,2,Yes,Yes,No,111.1910276
1872,Yes,0.9,Yes,0,No,16,0.5,80,two,2,2295,15,11,16,No,No,Yes,113.8912556
