Company Name,Job Title,Salaries Reported,Location,,Salary/yr,,,,
Izmo,Data Analyst,3,Frankfurt,,"253,392",19.83067826,,,
Karvy Computershare,Data Analyst,3,Frankfurt,,"166,535",13.03317391,,,
TCS,Data Analyst,3,Frankfurt,,"513,690",40.20182609,,,
SagasIT Analytics,Data Analyst,3,Frankfurt,,"640,520",50.12765217,,,
WNS,Data Analyst,3,Frankfurt,,"856,466",67.02777391,,,
Mahindra First Choice Wheels,Data Analyst,3,Frankfurt,,"602,066",47.1182087,,,
PwC,Data Analyst,3,Frankfurt,,"667,797",52.26237391,,,
Amazon,Data Analyst,3,Frankfurt,,"20,098",1.572886957,,,
dhiOmics Analytics Solutions,Data Analyst,3,Frankfurt,,"604,401",47.30094783,,,
Standard Chartered Bank,Data Analyst,3,Frankfurt,,"670,000",52.43478261,,,
Wells Fargo,Data Analyst,3,Frankfurt,,"36,790",2.879217391,,,
Diageo,Data Analyst,3,Frankfurt,,"783,081",61.2846,,,
Happay,Data Analyst,3,Frankfurt,,"443,306",34.69351304,,,
PharmEasy,Data Analyst,3,Frankfurt,,"859,906",67.2969913,,,
BizViz Technologies,Data Analyst,3,Frankfurt,,"542,067",42.42263478,,,
Fidelity Investments,Data Analyst,3,Frankfurt,,"898,810",70.34165217,,,
Unilever,Data Analyst,3,Frankfurt,,"831,051",65.03877391,,,
Anonymous Content,Data Analyst,3,Frankfurt,,"521,474",40.8110087,,,
Mobile Premier League,Data Analyst,3,Frankfurt,,"1,221,714",95.6124,,,
Noesys Software,Data Analyst,3,Frankfurt,,"435,196",34.05881739,,,
Symphony RetailAI,Data Analyst,3,Frankfurt,,"698,674",54.67883478,,,
Clarivate,Data Analyst,3,Frankfurt,,"732,516",57.32733913,,,
Reliance Industries,Data Analyst,3,Frankfurt,,"583,954",45.70074783,,,
NTT DATA,Data Analyst,3,Frankfurt,,"310,791",24.32277391,,,
Unilever,Data Analyst,3,Frankfurt,,"705,134",55.1844,,,
Walmart,Data Analyst,3,Frankfurt,,"970,000",75.91304348,,,
Other,Data Analyst,3,Frankfurt,,"372,950",29.1873913,,,
Draup,Data Analyst,3,Frankfurt,,"604,401",47.30094783,,,
Target,Data Analyst,3,Frankfurt,,"310,855",24.32778261,,,
Ipsos,Data Analyst,2,Frankfurt,,"629,138",49.23688696,,,
Smart Desert,Data Analyst,2,Frankfurt,,"566,691",44.34973043,,,
J.P. Morgan,Data Analyst,2,Frankfurt,,"1,056,787",82.70506957,,,
Ola,Data Analyst,2,Frankfurt,,"789,272",61.76911304,,,
Shubh Loans,Data Analyst,2,Frankfurt,,"419,297",32.81454783,,,
HSBC,Data Analyst,2,Frankfurt,,"126,303",9.884582609,,,
Supermarket Grocery Supplies,Data Analyst,2,Frankfurt,,"717,222",56.13041739,,,
Manthan,Data Analyst,2,Frankfurt,,"1,065,391",83.37842609,,,
Yukthi Datasoft,Data Analyst,2,Frankfurt,,"17,879",1.399226087,,,
MH Alshaya,Data Analyst,2,Frankfurt,,"755,874",59.15535652,,,
Predictive Research,Data Analyst,2,Frankfurt,,"17,518",1.370973913,,,
TechnipFMC,Data Analyst,2,Frankfurt,,"78,241",6.123208696,,,
Tarah Technologies,Data Analyst,2,Frankfurt,,"17,012",1.331373913,,,
CapFront Technologies,Data Analyst,2,Frankfurt,,"373,694",29.24561739,,,
American Express,Data Analyst,2,Frankfurt,,"60,481",4.733295652,,,
Betterplace Safety Solutions,Data Analyst,2,Frankfurt,,"15,341",1.2006,,,
Razorpay,Data Analyst,2,Frankfurt,,"463,374",36.26405217,,,
Datamatics Global Services,Data Analyst,2,Frankfurt,,"1,472,465",115.2363913,,,
WMall,Data Analyst,2,Frankfurt,,"462,580",36.20191304,,,
Sphera Solutions,Data Analyst,2,Frankfurt,,"349,318",27.33793043,,,
Enquero,Data Analyst,2,Frankfurt,,"1,049,677",82.14863478,,,
American Express Global Business Travel,Data Analyst,2,Frankfurt,,"757,692",59.29763478,,,
Tata Consultancy Services,Data Analyst,35,London,,"523,086",40.93716522,,,
Infosys,Data Analyst,28,London,,"538,184",42.11874783,,,
Cognizant Technology Solutions,Data Analyst,26,London,,"537,527",42.06733043,,,
eClerx,Data Analyst,22,London,,"263,857",20.64967826,,,
Verificient Technologies,Data Analyst,20,London,,"184,929",14.47270435,,,
Capgemini,Data Analyst,17,London,,"429,137",33.58463478,,,
Fresher,Data Analyst,14,London,,"334,986",26.21629565,,,
Verificient Technologies,Data Analyst,12,London,,"12,938",1.01253913,,,
Accenture,Data Analyst,11,London,,"581,174",45.48318261,,,
Zensar Technologies,Data Analyst,11,London,,"371,397",29.06585217,,,
ZS Associates,Data Analyst,10,London,,"712,615",55.76986957,,,
Tech Mahindra,Data Analyst,10,London,,"426,237",33.35767826,,,
Barclays,Data Analyst,10,London,,"861,638",67.43253913,,,
Red Hat,Data Analyst,7,London,,"923,233",72.25301739,,,
Citi,Data Analyst,6,London,,"1,109,047",86.79498261,,,
Professional,Data Analyst,6,London,,"33,204",2.598573913,,,
Resilinc,Data Analyst,6,London,,"33,190",2.597478261,,,
Nones,Data Analyst,5,London,,"359,583",28.14127826,,,
Eaton,Data Analyst,5,London,,"509,047",39.83846087,,,
Saama Technologies,Data Analyst,5,London,,"536,700",42.0026087,,,
BizKonnect Solutions,Data Analyst,5,London,,"308,214",24.12109565,,,
FirstCry com,Data Analyst,5,London,,"487,335",38.13926087,,,
Qualsquad,Data Analyst,5,London,,"192,631",15.07546957,,,
TresVista,Data Analyst,5,London,,"474,309",37.11983478,,,
Vodafone,Data Analyst,4,London,,"522,447",40.88715652,,,
Amazon,Data Analyst,4,London,,"345,526",27.04116522,,,
LTI,Data Analyst,4,London,,"661,761",51.7899913,,,
Evolent Health,Data Analyst,4,London,,"1,005,277",78.67385217,,,
Fiserv,Data Analyst,4,London,,"1,028,877",80.5208087,,,
Amdocs,Data Analyst,4,London,,"1,102,095",86.25091304,,,
UBS,Data Analyst,4,London,,"937,282",73.35250435,,,
Dataction Analytics,Data Analyst,4,London,,"279,712",21.89050435,,,
HARMAN,Data Analyst,4,London,,"640,451",50.12225217,,,
Cybage Software,Data Analyst,4,London,,"921,294",72.10126957,,,
Machintel,Data Analyst,4,London,,"17,736",1.388034783,,,
iResearch Services,Data Analyst,4,London,,"35,257",2.759243478,,,
First Student,Data Analyst,4,London,,"381,703",29.8724087,,,
Bitwise,Data Analyst,3,London,,"763,571",59.75773043,,,
SG Analytics,Data Analyst,3,London,,"837,449",65.53948696,,,
Searce,Data Analyst,3,London,,"225,861",17.67607826,,,
Yardi Systems,Data Analyst,3,London,,"33,148",2.594191304,,,
Schlumberger,Data Analyst,3,London,,"1,656,855",129.666913,,,
Selling Simplified,Data Analyst,3,London,,"44,608",3.49106087,,,
MAERSK,Data Analyst,3,London,,"829,909",64.9494,,,
Kantar,Data Analyst,3,London,,"372,950",29.1873913,,,
Ecolab,Data Analyst,3,London,,"610,857",47.8062,,,
QuinStreet,Data Analyst,3,London,,"602,930",47.18582609,,,
TSL Marketing,Data Analyst,3,London,,"15,724",1.230573913,,,
Wipro,Data Analyst,3,London,,"30,000",2.347826087,,,
Sokrati,Data Analyst,3,London,,"451,723",35.35223478,,,
IDeaS - A SAS Company,Data Analyst,3,London,,"466,577",36.51472174,,,
Credit Suisse,Data Analyst,3,London,,"1,019,603",79.79501739,,,
Tata Communications,Data Analyst,3,London,,"16,940",1.32573913,,,
Comscore,Data Analyst,3,London,,"1,031,658",80.73845217,,,
IBM,Data Analyst,3,London,,"466,187",36.4842,,,
Mphasis,Data Analyst,3,London,,"422,946",33.10012174,,,
SSP Technology,Data Analyst,3,London,,"55,995",4.382217391,,,
159 Solutions,Data Analyst,3,London,,"828,777",64.8608087,,,
Honeywell,Data Analyst,3,London,,"362,590",28.3766087,,,
First Student,Data Analyst,3,London,,"403,590",31.58530435,,,
vPhrase,Data Analyst,3,London,,"377,367",29.53306957,,,
Atidiv,Data Analyst,2,London,,"36,204",2.833356522,,,
Ubique Systems,Data Analyst,2,London,,"69,456",5.435686957,,,
Exusia,Data Analyst,2,London,,"399,044",31.22953043,,,
Tech Data,Data Analyst,2,London,,"32,796",2.566643478,,,
Bajaj Allianz General Insurance Co,Data Analyst,2,London,,"492,899",38.57470435,,,
Tata Technologies,Data Analyst,2,London,,"65,051",5.090947826,,,
Valasys Media,Data Analyst,2,London,,"716,000",56.03478261,,,
Cognizant Technology Solutions,Data Analyst,2,London,,"8,623",0.674843478,,,
AppZen,Data Analyst,2,London,,"24,414",1.91066087,,,
John Deere,Data Analyst,2,London,,"984,306",77.03264348,,,
Deloitte,Data Analyst,2,London,,"920,124",72.00970435,,,
GiantView,Data Analyst,2,London,,"22,892",1.791547826,,,
HSBC Software Development India,Data Analyst,2,London,,"982,170",76.86547826,,,
IQVIA,Data Analyst,2,London,,"671,997",52.59106957,,,
Bajaj Finance,Data Analyst,2,London,,"1,388,485",108.6640435,,,
BNY Mellon,Data Analyst,2,London,,"64,493",5.047278261,,,
Coupa Software Inc,Data Analyst,2,London,,"726,953",56.89197391,,,
Energy Exemplar,Data Analyst,2,London,,"1,677,629",131.2927043,,,
Atos-Syntel,Data Analyst,2,London,,"20,788",1.626886957,,,
XYZ (Turkey),Data Analyst,2,London,,"117,467",9.193069565,,,
Persistent Systems,Data Analyst,2,London,,"468,499",36.66513913,,,
Gallagher,Data Analyst,2,London,,"27,269",2.134095652,,,
SBT Research,Data Analyst,2,London,,"13,152",1.029286957,,,
InfoCepts,Data Analyst,2,London,,"51,846",4.057513043,,,
Landytech,Data Analyst,2,London,,"18,750",1.467391304,,,
Multibrands International,Data Analyst,2,London,,"50,659",3.964617391,,,
BNY Mellon,Data Analyst,2,London,,"559,098",43.75549565,,,
KPIT Technologies,Data Analyst,2,London,,"41,676",3.2616,,,
Collabera,Data Analyst,2,London,,"38,526",3.015078261,,,
Sakon,Data Analyst,2,London,,"23,253",1.8198,,,
Indiacom,Data Analyst,2,London,,"30,014",2.348921739,,,
JetSynthesys,Data Analyst,2,London,,"540,737",42.31854783,,,
Data Philics,Data Analyst,2,London,,"22,904",1.792486957,,,
Friends Union for Energising Lives (Fuel),Data Analyst,2,London,,"2,460",0.192521739,,,
SS Supply Chain Solutions,Data Analyst,2,London,,"658,975",51.57195652,,,
DONE by NONE,Data Analyst,2,London,,"20,891",1.634947826,,,
NVIDIA,Data Analyst,2,London,,"30,039",2.350878261,,,
AffinityX,Data Analyst,2,London,,"16,147",1.263678261,,,
Entercoms,Data Analyst,2,London,,"421,223",32.96527826,,,
BYJU'S,Data Analyst,2,London,,"472,340",36.96573913,,,
First Student,Data Analyst,2,London,,"277,519",21.71887826,,,
Knorex,Data Analyst,2,London,,"318,228",24.9048,,,
XYZ,Data Analyst,2,London,,"730,679",57.18357391,,,
NA World Services,Data Analyst,2,London,,"31,533",2.4678,,,
Sokrati,Data Analyst,2,London,,"10,295",0.805695652,,,
Rudder Analytics,Data Analyst,2,London,,"438,266",34.29907826,,,
Emcure Pharmaceuticals,Data Analyst,2,London,,"37,616",2.94386087,,,
MarketsandMarkets,Data Analyst,1,London,,"353,141",27.63712174,,,
Graco,Data Analyst,1,London,,"706,283",55.27432174,,,
TEJAS TECHNOLOGIES INC,Data Analyst,1,London,,"655,834",51.32613913,,,
Águas Guariroba,Data Analyst,1,London,,"55,566",4.348643478,,,
Microsoft,Data Analyst,1,London,,"1,074,883",84.12127826,,,
Abhijeet Group,Data Analyst,1,London,,"18,570",1.453304348,,,
Smartek21,Data Analyst,1,London,,"429,214",33.59066087,,,
Kalitta Air,Data Analyst,1,London,,"206,332",16.14772174,,,
Accenture,Data Analyst,1,London,,"15,000",1.173913043,,,
NVIDIA,Data Analyst,1,London,,"406,551",31.81703478,,,
Progressive Infovision,Data Analyst,1,London,,"207,368",16.2288,,,
Ample Softech System,Data Analyst,1,London,,"35,563",2.783191304,,,
Ziff Davis LLC,Data Analyst,1,London,,"521,474",40.8110087,,,
IIM Kozhikkode,Data Analyst,1,London,,"764,702",59.84624348,,,
Perennial,Data Analyst,1,London,,"16,123",1.2618,,,
Irupar Sociedad Cooperativa,Data Analyst,1,London,,"604,401",47.30094783,,,
md,Data Analyst,1,London,,"156,179",12.22270435,,,
,Data Analyst,1,London,,"23,500",1.839130435,,,
IBM,Data Analyst,1,London,,"1,007,334",78.83483478,,,
TIAA,Data Analyst,1,London,,"1,438,333",112.5651913,,,
Kisan Forum,Data Analyst,1,London,,"423,155",33.11647826,,,
EBC,Data Analyst,1,London,,698,0.054626087,,,
Allstate,Data Analyst,1,London,,"540,810",42.32426087,,,
GTT,Data Analyst,1,London,,"615,475",48.1676087,,,
Strata Decision Technology,Data Analyst,1,London,,"600,676",47.00942609,,,
Appberry,Data Analyst,1,London,,"21,457",1.679243478,,,
Fran Biz,Data Analyst,1,London,,"2,010",0.157304348,,,
Arya Risk Management Solutions,Data Analyst,1,London,,"406,551",31.81703478,,,
Avalara,Data Analyst,1,London,,"479,956",37.56177391,,,
Tiger Analytics,Data Analyst,1,London,,"859,906",67.2969913,,,
D.A.T.A.,Data Analyst,1,London,,155,0.012130435,,,
Tecure Technology,Data Analyst,1,London,,"184,929",14.47270435,,,
Itouch Infotronics,Data Analyst,1,London,,"681,045",53.29917391,,,
DEUSTCHE,Data Analyst,1,London,,"1,932,460",151.236,,,
TeamLease Staffing Solutions,Data Analyst,1,London,,"24,722",1.934765217,,,
Mahira Engineering,Data Analyst,1,London,,"205,476",16.08073043,,,
Mahendra’s Institute,Data Analyst,1,London,,"509,801",39.89746957,,,
KreditBee,Data Analyst,1,London,,"520,597",40.74237391,,,
Accenture,Data Analyst,1,London,,"18,036",1.411513043,,,
DataVinci Analytics Agency,Data Analyst,1,London,,"31,079",2.432269565,,,
Maestro Intellect,Data Analyst,1,London,,"191,655",14.99908696,,,
Ugam,Data Analyst,1,London,,"700,000",54.7826087,,,
Horizon Electric,Data Analyst,1,London,,"8,922",0.698243478,,,
Cotiviti,Data Analyst,1,London,,"873,273",68.34310435,,,
Global Market Insights,Data Analyst,1,London,,"211,160",16.52556522,,,
Infort Technology,Data Analyst,1,London,,"36,266",2.838208696,,,
MIT,Data Analyst,1,London,,"20,633",1.614756522,,,
Kerlan-Jobe Orthopaedic Clinic,Data Analyst,1,London,,"50,000",3.913043478,,,
Amadeus,Data Analyst,1,London,,"40,195",3.145695652,,,
Mass Technologies,Data Analyst,1,London,,"30,000",2.347826087,,,
PRGX Global,Data Analyst,1,London,,"508,188",39.77123478,,,
PhotoMath (CA),Data Analyst,1,London,,"30,147",2.359330435,,,
Lalit Roongta Group,Data Analyst,1,London,,"59,632",4.666852174,,,
Looking for Job,Data Analyst,1,London,,"644,930",50.47278261,,,
MIT World Peace University,Data Analyst,1,London,,"552,686",43.25368696,,,
Allianz,Data Analyst,1,London,,"30,821",2.412078261,,,
We Are Job Seekers,Data Analyst,1,London,,"369,857",28.94533043,,,
Prithvi Nath,Data Analyst,1,London,,"10,749",0.841226087,,,
Cubictree Technology Solutions,Data Analyst,1,London,,"386,492",30.2472,,,
Magna Infotech,Data Analyst,1,London,,"414,388",32.43036522,,,
CSS Corporation,Data Analyst,1,London,,"73,405",5.74473913,,,
Endurance Technologies,Data Analyst,1,London,,"376,209",29.44244348,,,
Johnson Controls,Data Analyst,1,London,,"397,707",31.12489565,,,
Roverside,Data Analyst,1,London,,"686,743",53.74510435,,,
ABC,Data Analyst,1,London,,"13,356",1.045252174,,,
Diverse Lynx,Data Analyst,1,London,,"1,074,883",84.12127826,,,
Xyster Consulting,Data Analyst,1,London,,"50,905",3.983869565,,,
Vereigen Media,Data Analyst,1,London,,"26,872",2.103026087,,,
ASD,Data Analyst,1,London,,"196,999",15.41731304,,,
Michelin,Data Analyst,1,London,,"634,621",49.6659913,,,
Kurrajong and District Hospital Society,Data Analyst,1,London,,"706,283",55.27432174,,,
Yogesh and Jain,Data Analyst,1,London,,"200,000",15.65217391,,,
WebDirekt,Data Analyst,1,London,,"241,760",18.92034783,,,
Excelsior Research,Data Analyst,1,London,,"12,434",0.973095652,,,
Sunanda Speciality Coatings,Data Analyst,1,London,,"600,487",46.99463478,,,
Blue Planet Solutions,Data Analyst,1,London,,"252,244",19.74083478,,,
Northern Alberta Institute of Technology,Data Analyst,1,London,,"11,471",0.897730435,,,
GTL Limited,Data Analyst,1,London,,"637,252",49.87189565,,,
S2W Media,Data Analyst,1,London,,"564,654",44.19031304,,,
IDEA,Data Analyst,1,London,,"656,800",51.40173913,,,
Coditas,Data Analyst,1,London,,"454,039",35.53348696,,,
Tommy Hilfiger,Data Analyst,1,London,,"50,905",3.983869565,,,
Cummins,Data Analyst,1,London,,"65,207",5.103156522,,,
ADHOC Services,Data Analyst,1,London,,"563,464",44.09718261,,,
GGS Engineering Services,Data Analyst,1,London,,"282,327",22.09515652,,,
SG Analytics,Data Analyst,1,London,,"406,551",31.81703478,,,
Zendesk,Data Analyst,1,London,,"25,791",2.018426087,,,
Cosmos eSolutions & Services,Data Analyst,1,London,,"324,419",25.38931304,,,
Innovatus Technologies,Data Analyst,1,London,,"26,191",2.049730435,,,
Flash Electronics (India),Data Analyst,1,London,,"16,438",1.286452174,,,
Evolvus,Data Analyst,1,London,,"216,827",16.96906957,,,
Diacto Technologies,Data Analyst,1,London,,"20,965",1.64073913,,,
Tata Consultancy Services,Data Analyst,35,Paris,,"500,000",39.13043478,,,
Deloitte,Data Analyst,29,Paris,,"624,783",48.89606087,,,
Amazon,Data Analyst,25,Paris,,"419,297",32.81454783,,,
Accenture,Data Analyst,23,Paris,,"479,366",37.5156,,,
Cognizant Technology Solutions,Data Analyst,22,Paris,,"527,930",41.31626087,,,
Zen3 Info Solutions,Data Analyst,19,Paris,,"24,791",1.940165217,,,
Tech Mahindra,Data Analyst,18,Paris,,"400,745",31.36265217,,,
Infosys,Data Analyst,14,Paris,,"495,265",38.75986957,,,
IBM,Data Analyst,12,Paris,,"513,986",40.2249913,,,
Google,Data Analyst,11,Paris,,"1,532,909",119.9667913,,,
CAMP Systems,Data Analyst,9,Paris,,"29,013",2.270582609,,,
GlobalData,Data Analyst,9,Paris,,"30,269",2.368878261,,,
Optum,Data Analyst,9,Paris,,"1,273,952",99.7005913,,,
Capgemini,Data Analyst,9,Paris,,"377,686",29.55803478,,,
GlobalLogic,Data Analyst,8,Paris,,"242,324",18.96448696,,,
Microsoft,Data Analyst,7,Paris,,"924,643",72.36336522,,,
Unifytech,Data Analyst,7,Paris,,"18,651",1.459643478,,,
Kantar,Data Analyst,7,Paris,,"407,376",31.8816,,,
ICICI Bank,Data Analyst,7,Paris,,"604,401",47.30094783,,,
Cyient,Data Analyst,7,Paris,,"564,107",44.14750435,,,
Wipro,Data Analyst,7,Paris,,"305,881",23.93851304,,,
ValueLabs,Data Analyst,7,Paris,,"902,901",70.66181739,,,
Metrics4 Analytics,Data Analyst,6,Paris,,"470,717",36.83872174,,,
UnitedHealth Group,Data Analyst,6,Paris,,"1,198,941",93.83016522,,,
Saras Analytics,Data Analyst,5,Paris,,"703,418",55.05010435,,,
Teleperformance,Data Analyst,5,Paris,,"15,500",1.213043478,,,
Dynata,Data Analyst,5,Paris,,"388,898",30.43549565,,,
Verizon,Data Analyst,5,Paris,,"976,617",76.43089565,,,
Serco Group,Data Analyst,5,Paris,,"30,897",2.418026087,,,
Quadrant Resource,Data Analyst,5,Paris,,"27,511",2.153034783,,,
Zeta Global,Data Analyst,5,Paris,,"382,351",29.92312174,,,
Zen3 Infosolutions,Data Analyst,5,Paris,,"500,000",39.13043478,,,
Optum Global Solutions,Data Analyst,5,Paris,,"903,446",70.70446957,,,
Dell Technologies,Data Analyst,5,Paris,,"1,007,334",78.83483478,,,
ADP,Data Analyst,4,Paris,,"640,566",50.13125217,,,
Oracle,Data Analyst,4,Paris,,"1,139,417",89.17176522,,,
S&P Global,Data Analyst,4,Paris,,"658,529",51.53705217,,,
Wells Fargo,Data Analyst,4,Paris,,"681,356",53.32351304,,,
Uber,Data Analyst,4,Paris,,"662,645",51.85917391,,,
Novartis,Data Analyst,4,Paris,,"914,961",71.60564348,,,
Fresher,Data Analyst,4,Paris,,"30,049",2.35166087,,,
DataBeat,Data Analyst,4,Paris,,"33,627",2.631678261,,,
Salesforce,Data Analyst,4,Paris,,"1,205,626",94.35333913,,,
PK,Data Analyst,4,Paris,,"452,137",35.38463478,,,
Apex CoVantage,Data Analyst,3,Paris,,"8,866",0.69386087,,,
MediaMint,Data Analyst,3,Paris,,"366,514",28.68370435,,,
MetrixLab,Data Analyst,3,Paris,,"437,781",34.26112174,,,
EMPLOYERS,Data Analyst,3,Paris,,"25,000",1.956521739,,,
Genpact,Data Analyst,3,Paris,,"338,792",26.51415652,,,
IMImobile,Data Analyst,3,Paris,,"711,350",55.67086957,,,
Quantium,Data Analyst,3,Paris,,"1,072,842",83.96154783,,,
HitWicket,Data Analyst,3,Paris,,"669,115",52.36552174,,,
AIR Worldwide,Data Analyst,3,Paris,,"398,975",31.22413043,,,
Indian Political Action Committee,Data Analyst,3,Paris,,"735,354",57.54944348,,,
Indium Software,Data Analyst,3,Paris,,"743,209",58.16418261,,,
Ivy,Data Analyst,3,Paris,,"967,041",75.68146957,,,
NTT DATA,Data Analyst,3,Paris,,"508,188",39.77123478,,,
IHS Markit,Data Analyst,3,Paris,,"509,802",39.89754783,,,
First Student,Data Analyst,3,Paris,,"600,000",46.95652174,,,
Trianz,Data Analyst,3,Paris,,"588,637",46.06724348,,,
Tata Steel,Data Analyst,2,Paris,,"71,465",5.592913043,,,
Exusia,Data Analyst,2,Paris,,"443,020",34.67113043,,,
Cotiviti,Data Analyst,2,Paris,,"311,470",24.37591304,,,
Realshoppee Retail,Data Analyst,2,Paris,,"41,922",3.280852174,,,
ICE Data Services,Data Analyst,2,Paris,,"430,475",33.68934783,,,
CDK Global,Data Analyst,2,Paris,,"1,123,734",87.9444,,,
Vodafone Idea,Data Analyst,2,Paris,,"616,488",48.24688696,,,
[24]7.ai,Data Analyst,2,Paris,,"186,983",14.63345217,,,
Intercontinental Exchange,Data Analyst,2,Paris,,"458,425",35.87673913,,,
Jayar Manufacturing,Data Analyst,2,Paris,,"719,166",56.28255652,,,
ReferenceGlobe,Data Analyst,2,Paris,,"180,440",14.1213913,,,
DuPont Sustainable Solutions,Data Analyst,2,Paris,,"861,090",67.38965217,,,
Technical Data Analysis,Data Analyst,2,Paris,,"30,000",2.347826087,,,
Amazon,Data Analyst,2,Paris,,"83,197",6.511069565,,,
Wenable Technologies,Data Analyst,2,Paris,,"625,884",48.98222609,,,
Parexel,Data Analyst,2,Paris,,"43,295",3.388304348,,,
HSBC,Data Analyst,2,Paris,,"1,263",0.098843478,,,
Franklin Templeton Investments,Data Analyst,2,Paris,,"136,137",10.6542,,,
BYJU'S,Data Analyst,2,Paris,,"633,866",49.60690435,,,
HCL,Data Analyst,2,Paris,,"900,229",70.45270435,,,
Yes Bank,Data Analyst,2,Paris,,"28,221",2.2086,,,
Cogent Data Solutions,Data Analyst,2,Paris,,"23,876",1.868556522,,,
Solugenix Corporation,Data Analyst,2,Paris,,"9,434",0.738313043,,,
Minvesta,Data Analyst,2,Paris,,"23,663",1.851886957,,,
Virtusa,Data Analyst,2,Paris,,"188,777",14.77385217,,,
HCL Technologies,Data Analyst,2,Paris,,"28,103",2.199365217,,,
Rajesh Motors,Data Analyst,2,Paris,,"375,807",29.41098261,,,
SR Edu Solutions,Data Analyst,2,Paris,,"18,395",1.439608696,,,
YES,Data Analyst,2,Paris,,"17,496",1.369252174,,,
Freelancer,Data Analyst,2,Paris,,"23,871",1.868165217,,,
DONE by NONE,Data Analyst,2,Paris,,"61,083",4.780408696,,,
InsideView,Data Analyst,2,Paris,,"73,055",5.717347826,,,
Next Education India,Data Analyst,2,Paris,,"51,646",4.04186087,,,
First Student,Data Analyst,2,Paris,,"235,128",18.40132174,,,
DBS Bank,Data Analyst,2,Paris,,"1,138,712",89.1165913,,,
myPaisaa,Data Analyst,1,Paris,,"15,073",1.179626087,,,
PrimEra Medical Technologies,Data Analyst,1,Paris,,"508,113",39.76536522,,,
Strategic Alpha,Data Analyst,1,Paris,,"515,829",40.36922609,,,
Hetero,Data Analyst,1,Paris,,"245,265",19.19465217,,,
E-Prospects,Data Analyst,1,Paris,,"772,984",60.4944,,,
GigIndia,Data Analyst,1,Paris,,"186,475",14.59369565,,,
Sun Microsystems,Data Analyst,1,Paris,,"338,792",26.51415652,,,
Appen,Data Analyst,1,Paris,,"20,000",1.565217391,,,
La casa one,Data Analyst,1,Paris,,"35,460",2.775130435,,,
VotaryTech,Data Analyst,1,Paris,,"237,117",18.55698261,,,
Dr. Reddy's,Data Analyst,1,Paris,,"28,000",2.191304348,,,
Harish Hathiwala,Data Analyst,1,Paris,,"367,898",28.79201739,,,
Jaffar Engineering Works,Data Analyst,1,Paris,,"1,262,223",98.78266957,,,
Mindtree,Data Analyst,1,Paris,,"20,234",1.583530435,,,
Amazon,Data Analyst,1,Paris,,"435,196",34.05881739,,,
PokerStars,Data Analyst,1,Paris,,"859,906",67.2969913,,,
Moonstone Infotech,Data Analyst,1,Paris,,"807,180",63.1706087,,,
GOLDFINCH,Data Analyst,1,Paris,,"402,934",31.53396522,,,
Ola,Data Analyst,1,Paris,,"1,182,371",92.53338261,,,
Innominds Software,Data Analyst,1,Paris,,"45,172",3.5352,,,
Snycon Software Solutions,Data Analyst,1,Paris,,"39,072",3.057808696,,,
E-rachit Technologies,Data Analyst,1,Paris,,"1,210,770",94.75591304,,,
Orbit Technologies,Data Analyst,1,Paris,,"10,814",0.846313043,,,
DataBeat,Data Analyst,1,Paris,,"15,540",1.216173913,,,
Marten Transport,Data Analyst,1,Paris,,"517,757",40.52011304,,,
Multiplier Solutions,Data Analyst,1,Paris,,"23,443",1.834669565,,,
Novartis,Data Analyst,1,Paris,,"52,456",4.105252174,,,
Vi,Data Analyst,1,Paris,,"778,606",60.93438261,,,
Jai Raj Ispat,Data Analyst,1,Paris,,"5,647",0.44193913,,,
STUDY Monitor Tech,Data Analyst,1,Paris,,"232,105",18.16473913,,,
Goldman Sachs,Data Analyst,1,Paris,,"455,550",35.65173913,,,
ABC,Data Analyst,1,Paris,,"100,000",7.826086957,,,
Law In Order,Data Analyst,1,Paris,,"483,697",37.85454783,,,
Object Technology Solutions India,Data Analyst,1,Paris,,"30,269",2.368878261,,,
Lifetime Wellness Rx International Limited,Data Analyst,1,Paris,,"451,451",35.33094783,,,
Informatica,Data Analyst,1,Paris,,"521,474",40.8110087,,,
Byte Software Services,Data Analyst,1,Paris,,"790,515",61.8663913,,,
Genpact,Data Analyst,1,Paris,,"13,690",1.071391304,,,
EE Technologies,Data Analyst,1,Paris,,"45,000",3.52173913,,,
Nisum,Data Analyst,1,Paris,,"5,647",0.44193913,,,
ETG International,Data Analyst,1,Paris,,"268,721",21.03033913,,,
Wipro Technologies,Data Analyst,1,Paris,,"2,063",0.161452174,,,
Innodatatics,Data Analyst,1,Paris,,"400,000",31.30434783,,,
Netflix,Data Analyst,1,Paris,,"1,200,000",93.91304348,,,
Constant Contact,Data Analyst,1,Paris,,"302,693",23.68901739,,,
ICICI Bank,Data Analyst,1,Paris,,"1,976,461",154.6795565,,,
D&B Technologies,Data Analyst,1,Paris,,"700,000",54.7826087,,,
Kritha Convertors,Data Analyst,1,Paris,,"537,441",42.0606,,,
ZettaMine Labs,Data Analyst,1,Paris,,"338,792",26.51415652,,,
Nagamani Hospital,Data Analyst,1,Paris,,"45,000",3.52173913,,,
GMR Hyderabad International Airport,Data Analyst,1,Paris,,"691,840",54.144,,,
Idol Soft,Data Analyst,1,Paris,,"518,419",40.57192174,,,
Crown Holdings,Data Analyst,1,Paris,,"752,418",58.88488696,,,
